condition,base_pid,gender,age_band,race,selected_n,in_panel500
control,pid_1187,Male,18-29,White / Caucasian,1000,yes
control,pid_1188,Male,18-29,Asian / Asian-American,1000,yes
control,pid_1189,Female,30-44,Asian / Asian-American,1000,yes
control,pid_1190,Female,30-44,White / Caucasian,1000,no
control,pid_1193,Male,30-44,Latino / Hispanic,1000,yes
control,pid_1194,Male,30-44,White / Caucasian,1000,yes
control,pid_1197,Female,60+,White / Caucasian,1000,yes
control,pid_1199,Male,60+,Black / African-American,1000,yes
control,pid_1201,Male,30-44,Latino / Hispanic,1000,no
control,pid_1202,Male,60+,White / Caucasian,1000,yes
control,pid_1203,Male,18-29,Asian / Asian-American,1000,yes
control,pid_1204,Female,18-29,Latino / Hispanic,1000,no
control,pid_1205,Male,60+,White / Caucasian,1000,no
control,pid_1207,Female,45-59,Asian / Asian-American,1000,no
control,pid_1208,Female,30-44,Asian / Asian-American,1000,no
control,pid_1210,Female,45-59,White / Caucasian,1000,no
control,pid_1211,Male,30-44,White / Caucasian,1000,no
control,pid_1212,Male,30-44,Latino / Hispanic,1000,yes
control,pid_1214,Male,30-44,Latino / Hispanic,1000,no
control,pid_1217,Female,45-59,Latino / Hispanic,1000,yes
control,pid_1218,Male,30-44,Latino / Hispanic,1000,no
control,pid_1219,Male,60+,White / Caucasian,1000,yes
control,pid_1221,Male,18-29,Latino / Hispanic,1000,yes
control,pid_1223,Female,30-44,White / Caucasian,1000,no
control,pid_1225,Male,60+,White / Caucasian,1000,yes
control,pid_1226,Female,60+,White / Caucasian,1000,no
control,pid_1227,Female,30-44,Latino / Hispanic,1000,yes
control,pid_1228,Male,30-44,Latino / Hispanic,1000,no
control,pid_1229,Female,30-44,Other,1000,no
control,pid_1230,Male,30-44,Latino / Hispanic,1000,no
control,pid_1232,Male,18-29,Latino / Hispanic,1000,no
control,pid_1236,Male,45-59,White / Caucasian,1000,no
control,pid_1237,Female,18-29,Other,1000,no
control,pid_1238,Female,60+,White / Caucasian,1000,yes
control,pid_1240,Male,18-29,White / Caucasian,1000,yes
control,pid_1241,Female,60+,Asian / Asian-American,1000,no
control,pid_1242,Male,45-59,White / Caucasian,1000,no
control,pid_1243,Female,60+,White / Caucasian,1000,no
control,pid_1244,Male,30-44,Latino / Hispanic,1000,no
control,pid_1246,Female,30-44,Black / African-American,1000,no
control,pid_1248,Male,45-59,White / Caucasian,1000,yes
control,pid_1249,Female,45-59,White / Caucasian,1000,yes
control,pid_1253,Female,45-59,Black / African-American,1000,yes
control,pid_1254,Male,18-29,White / Caucasian,1000,no
control,pid_1256,Female,30-44,Latino / Hispanic,1000,yes
control,pid_1257,Male,18-29,Latino / Hispanic,1000,no
control,pid_1258,Male,18-29,Latino / Hispanic,1000,no
control,pid_1262,Male,30-44,Latino / Hispanic,1000,yes
control,pid_1266,Male,30-44,Asian / Asian-American,1000,no
control,pid_1273,Male,60+,White / Caucasian,1000,yes
control,pid_1275,Male,18-29,Asian / Asian-American,1000,no
control,pid_1276,Female,30-44,Black / African-American,1000,no
control,pid_1277,Female,30-44,White / Caucasian,1000,no
control,pid_1278,Male,30-44,White / Caucasian,1000,yes
control,pid_1279,Male,30-44,Latino / Hispanic,1000,no
control,pid_1280,Female,60+,White / Caucasian,1000,no
control,pid_1283,Male,18-29,White / Caucasian,1000,no
control,pid_1284,Female,60+,Asian / Asian-American,1000,no
control,pid_1286,Male,30-44,White / Caucasian,1000,yes
control,pid_1289,Male,30-44,White / Caucasian,1000,yes
control,pid_1290,Female,30-44,White / Caucasian,1000,yes
control,pid_1291,Male,18-29,White / Caucasian,1000,no
control,pid_1292,Female,18-29,Black / African-American,1000,no
control,pid_1295,Female,60+,Asian / Asian-American,1000,no
control,pid_1298,Female,30-44,Black / African-American,1000,no
control,pid_1299,Female,30-44,White / Caucasian,1000,yes
control,pid_1300,Male,60+,White / Caucasian,1000,no
control,pid_1301,Female,45-59,Black / African-American,1000,yes
control,pid_1302,Male,30-44,Black / African-American,1000,yes
control,pid_1303,Female,60+,White / Caucasian,1000,no
control,pid_1305,Female,30-44,White / Caucasian,1000,no
control,pid_1307,Male,60+,White / Caucasian,1000,no
control,pid_1309,Male,45-59,White / Caucasian,1000,no
control,pid_1310,Female,18-29,White / Caucasian,1000,no
control,pid_1311,Female,30-44,Latino / Hispanic,1000,yes
control,pid_1316,Female,60+,White / Caucasian,1000,yes
control,pid_1317,Female,30-44,Black / African-American,1000,yes
control,pid_1320,Male,45-59,Black / African-American,1000,no
control,pid_1322,Male,30-44,Latino / Hispanic,1000,no
control,pid_1323,Male,60+,White / Caucasian,1000,yes
control,pid_1330,Female,45-59,White / Caucasian,1000,no
control,pid_1332,Male,30-44,Latino / Hispanic,1000,no
control,pid_1333,Female,30-44,Latino / Hispanic,1000,no
control,pid_1339,Female,60+,White / Caucasian,1000,yes
control,pid_1343,Male,45-59,White / Caucasian,1000,yes
control,pid_1344,Female,30-44,White / Caucasian,1000,no
control,pid_1345,Male,18-29,Asian / Asian-American,1000,yes
control,pid_1350,Male,30-44,Asian / Asian-American,1000,yes
control,pid_1351,Male,18-29,White / Caucasian,1000,no
control,pid_1353,Female,45-59,White / Caucasian,1000,yes
control,pid_1359,Male,60+,White / Caucasian,1000,no
control,pid_1362,Male,18-29,White / Caucasian,1000,yes
control,pid_1365,Female,18-29,White / Caucasian,1000,no
control,pid_1367,Female,18-29,White / Caucasian,1000,yes
control,pid_1368,Male,30-44,White / Caucasian,1000,yes
control,pid_1369,Male,60+,White / Caucasian,1000,yes
control,pid_1372,Female,45-59,White / Caucasian,1000,no
control,pid_1378,Male,60+,White / Caucasian,1000,no
control,pid_1379,Female,30-44,White / Caucasian,1000,yes
control,pid_1380,Female,30-44,White / Caucasian,1000,yes
control,pid_1382,Female,18-29,White / Caucasian,1000,yes
control,pid_1386,Male,30-44,Latino / Hispanic,1000,yes
control,pid_1387,Female,18-29,White / Caucasian,1000,yes
control,pid_1390,Female,45-59,White / Caucasian,1000,no
control,pid_1392,Female,60+,White / Caucasian,1000,no
control,pid_1393,Male,45-59,Other,1000,no
control,pid_1394,Male,30-44,White / Caucasian,1000,no
control,pid_1399,Male,60+,Black / African-American,1000,no
control,pid_1400,Female,18-29,White / Caucasian,1000,yes
control,pid_1403,Female,30-44,Black / African-American,1000,yes
control,pid_1407,Male,30-44,White / Caucasian,1000,no
control,pid_1408,Male,45-59,White / Caucasian,1000,no
control,pid_1411,Female,60+,White / Caucasian,1000,yes
control,pid_1412,Female,30-44,White / Caucasian,1000,yes
control,pid_1413,Male,30-44,White / Caucasian,1000,yes
control,pid_1414,Female,60+,Asian / Asian-American,1000,no
control,pid_1415,Male,18-29,Black / African-American,1000,no
control,pid_1416,Male,45-59,White / Caucasian,1000,yes
control,pid_1418,Female,45-59,White / Caucasian,1000,yes
control,pid_1419,Female,18-29,White / Caucasian,1000,no
control,pid_1420,Female,45-59,White / Caucasian,1000,yes
control,pid_1421,Male,60+,White / Caucasian,1000,no
control,pid_1423,Male,60+,White / Caucasian,1000,yes
control,pid_1425,Female,45-59,White / Caucasian,1000,no
control,pid_1427,Female,60+,White / Caucasian,1000,yes
control,pid_1430,Female,45-59,White / Caucasian,1000,no
control,pid_1433,Male,18-29,Latino / Hispanic,1000,no
control,pid_1435,Female,30-44,Black / African-American,1000,yes
control,pid_1439,Male,30-44,Latino / Hispanic,1000,yes
control,pid_1440,Female,60+,White / Caucasian,1000,no
control,pid_1443,Female,30-44,White / Caucasian,1000,no
control,pid_1445,Female,18-29,White / Caucasian,1000,yes
control,pid_1446,Female,30-44,White / Caucasian,1000,yes
control,pid_1447,Female,18-29,Black / African-American,1000,no
control,pid_1448,Male,18-29,White / Caucasian,1000,yes
control,pid_1449,Female,18-29,Latino / Hispanic,1000,yes
control,pid_1451,Male,60+,Latino / Hispanic,1000,yes
control,pid_1452,Male,45-59,White / Caucasian,1000,yes
control,pid_1454,Female,18-29,White / Caucasian,1000,no
control,pid_1455,Female,18-29,Black / African-American,1000,yes
control,pid_1456,Male,30-44,Black / African-American,1000,no
control,pid_1457,Female,60+,White / Caucasian,1000,yes
control,pid_1458,Male,60+,White / Caucasian,1000,yes
control,pid_1460,Male,18-29,White / Caucasian,1000,yes
control,pid_1463,Male,30-44,Black / African-American,1000,yes
control,pid_1465,Male,18-29,White / Caucasian,1000,yes
control,pid_1467,Male,60+,White / Caucasian,1000,no
control,pid_1468,Male,30-44,Latino / Hispanic,1000,no
control,pid_1469,Male,45-59,Black / African-American,1000,no
control,pid_1470,Female,45-59,White / Caucasian,1000,no
control,pid_1471,Male,30-44,White / Caucasian,1000,yes
control,pid_1473,Female,30-44,Black / African-American,1000,yes
control,pid_1474,Female,45-59,White / Caucasian,1000,yes
control,pid_1477,Male,18-29,Latino / Hispanic,1000,yes
control,pid_1478,Male,60+,White / Caucasian,1000,no
control,pid_1479,Female,30-44,Black / African-American,1000,no
control,pid_1481,Male,45-59,White / Caucasian,1000,no
control,pid_1485,Female,45-59,White / Caucasian,1000,no
control,pid_1487,Female,18-29,White / Caucasian,1000,yes
control,pid_1488,Male,60+,Asian / Asian-American,1000,no
control,pid_1489,Male,30-44,White / Caucasian,1000,no
control,pid_1491,Male,18-29,White / Caucasian,1000,no
control,pid_1493,Female,45-59,Black / African-American,1000,no
control,pid_1499,Male,60+,Black / African-American,1000,yes
control,pid_1502,Male,30-44,Latino / Hispanic,1000,yes
control,pid_1503,Male,45-59,White / Caucasian,1000,yes
control,pid_1506,Male,30-44,White / Caucasian,1000,no
control,pid_1510,Female,18-29,White / Caucasian,1000,no
control,pid_1512,Female,60+,White / Caucasian,1000,yes
control,pid_1515,Female,30-44,Asian / Asian-American,1000,no
control,pid_1516,Male,60+,White / Caucasian,1000,yes
control,pid_1517,Male,30-44,White / Caucasian,1000,no
control,pid_1519,Male,30-44,Other,1000,no
control,pid_1522,Male,30-44,Latino / Hispanic,1000,yes
control,pid_1525,Female,45-59,White / Caucasian,1000,no
control,pid_1526,Male,18-29,Latino / Hispanic,1000,yes
control,pid_1528,Male,30-44,Black / African-American,1000,no
control,pid_1531,Female,60+,White / Caucasian,1000,yes
control,pid_1534,Male,45-59,Black / African-American,1000,yes
control,pid_1535,Female,45-59,White / Caucasian,1000,no
control,pid_1536,Female,60+,Black / African-American,1000,no
control,pid_1539,Female,18-29,White / Caucasian,1000,yes
control,pid_1541,Female,18-29,White / Caucasian,1000,no
control,pid_1543,Female,45-59,White / Caucasian,1000,no
control,pid_1544,Female,30-44,Latino / Hispanic,1000,yes
control,pid_1546,Female,30-44,Latino / Hispanic,1000,yes
control,pid_1548,Female,18-29,Black / African-American,1000,yes
control,pid_1554,Male,60+,Latino / Hispanic,1000,yes
control,pid_1555,Female,18-29,Asian / Asian-American,1000,no
control,pid_1556,Female,30-44,Black / African-American,1000,no
control,pid_1559,Male,60+,White / Caucasian,1000,no
control,pid_1561,Female,30-44,Asian / Asian-American,1000,no
control,pid_1562,Male,60+,White / Caucasian,1000,no
control,pid_1563,Female,45-59,Latino / Hispanic,1000,yes
control,pid_1565,Female,60+,White / Caucasian,1000,no
control,pid_1566,Male,18-29,Latino / Hispanic,1000,yes
control,pid_1567,Male,30-44,White / Caucasian,1000,no
control,pid_1568,Female,30-44,Black / African-American,1000,no
control,pid_1570,Male,18-29,White / Caucasian,1000,no
control,pid_1571,Male,30-44,White / Caucasian,1000,yes
control,pid_1573,Female,18-29,Latino / Hispanic,1000,no
control,pid_1574,Male,18-29,White / Caucasian,1000,no
control,pid_1577,Female,45-59,Asian / Asian-American,1000,no
control,pid_1578,Female,60+,White / Caucasian,1000,no
control,pid_1581,Female,30-44,Black / African-American,1000,yes
control,pid_1582,Male,30-44,White / Caucasian,1000,no
control,pid_1583,Male,18-29,Other,1000,yes
control,pid_1584,Female,30-44,Asian / Asian-American,1000,yes
control,pid_1586,Male,30-44,White / Caucasian,1000,yes
control,pid_1588,Male,45-59,Asian / Asian-American,1000,yes
control,pid_1590,Male,30-44,Latino / Hispanic,1000,yes
control,pid_1596,Female,18-29,Latino / Hispanic,1000,yes
control,pid_1598,Male,18-29,White / Caucasian,1000,yes
control,pid_1602,Female,18-29,White / Caucasian,1000,no
control,pid_1604,Female,60+,Latino / Hispanic,1000,yes
control,pid_1605,Female,30-44,White / Caucasian,1000,yes
control,pid_1606,Female,18-29,Asian / Asian-American,1000,no
control,pid_1608,Female,30-44,White / Caucasian,1000,no
control,pid_1609,Male,60+,White / Caucasian,1000,no
control,pid_1611,Female,30-44,Asian / Asian-American,1000,no
control,pid_1616,Female,60+,White / Caucasian,1000,no
control,pid_1619,Male,18-29,Latino / Hispanic,1000,no
control,pid_1621,Female,30-44,Latino / Hispanic,1000,no
control,pid_1622,Female,60+,Black / African-American,1000,no
control,pid_1624,Female,30-44,White / Caucasian,1000,no
control,pid_1625,Male,30-44,Latino / Hispanic,1000,yes
control,pid_1626,Female,60+,Black / African-American,1000,no
control,pid_1628,Female,60+,White / Caucasian,1000,no
control,pid_1633,Female,45-59,Latino / Hispanic,1000,no
control,pid_1637,Female,18-29,Black / African-American,1000,no
control,pid_1641,Female,60+,White / Caucasian,1000,no
control,pid_1643,Female,45-59,White / Caucasian,1000,yes
control,pid_1645,Male,45-59,Asian / Asian-American,1000,yes
control,pid_1646,Male,30-44,Black / African-American,1000,no
control,pid_1649,Female,30-44,White / Caucasian,1000,yes
control,pid_1651,Female,18-29,Latino / Hispanic,1000,no
control,pid_1653,Male,18-29,White / Caucasian,1000,yes
control,pid_1654,Male,18-29,Latino / Hispanic,1000,no
control,pid_1656,Male,60+,White / Caucasian,1000,yes
control,pid_1657,Male,30-44,White / Caucasian,1000,yes
control,pid_1660,Female,18-29,Asian / Asian-American,1000,yes
control,pid_1663,Female,30-44,White / Caucasian,1000,yes
control,pid_1665,Male,60+,White / Caucasian,1000,no
control,pid_1666,Female,18-29,Other,1000,no
control,pid_1667,Female,18-29,White / Caucasian,1000,yes
control,pid_1668,Male,45-59,Other,1000,no
control,pid_1670,Female,18-29,Latino / Hispanic,1000,yes
control,pid_1675,Female,45-59,Black / African-American,1000,no
control,pid_1676,Female,18-29,Asian / Asian-American,1000,yes
control,pid_1679,Male,60+,White / Caucasian,1000,no
control,pid_1680,Male,60+,White / Caucasian,1000,yes
control,pid_1681,Female,45-59,Latino / Hispanic,1000,yes
control,pid_1682,Male,30-44,Latino / Hispanic,1000,no
control,pid_1684,Male,60+,White / Caucasian,1000,yes
control,pid_1685,Female,60+,White / Caucasian,1000,no
control,pid_1687,Female,30-44,Latino / Hispanic,1000,yes
control,pid_1688,Female,30-44,Latino / Hispanic,1000,no
control,pid_1689,Female,60+,White / Caucasian,1000,yes
control,pid_1691,Female,30-44,White / Caucasian,1000,no
control,pid_1692,Female,18-29,White / Caucasian,1000,no
control,pid_1693,Female,60+,White / Caucasian,1000,no
control,pid_1697,Male,45-59,Black / African-American,1000,yes
control,pid_1698,Male,18-29,Latino / Hispanic,1000,no
control,pid_1700,Male,30-44,Latino / Hispanic,1000,no
control,pid_1704,Male,30-44,White / Caucasian,1000,yes
control,pid_1707,Male,30-44,White / Caucasian,1000,no
control,pid_1708,Female,60+,White / Caucasian,1000,no
control,pid_1712,Female,30-44,White / Caucasian,1000,yes
control,pid_1715,Female,60+,White / Caucasian,1000,no
control,pid_1717,Male,60+,White / Caucasian,1000,yes
control,pid_1718,Male,18-29,White / Caucasian,1000,no
control,pid_1719,Female,30-44,Asian / Asian-American,1000,no
control,pid_1721,Female,45-59,White / Caucasian,1000,yes
control,pid_1726,Female,45-59,Latino / Hispanic,1000,yes
control,pid_1727,Male,30-44,Black / African-American,1000,no
control,pid_1728,Female,30-44,White / Caucasian,1000,yes
control,pid_1731,Male,18-29,White / Caucasian,1000,no
control,pid_1732,Female,45-59,Other,1000,no
control,pid_1737,Female,60+,White / Caucasian,1000,no
control,pid_1740,Female,45-59,White / Caucasian,1000,yes
control,pid_1741,Male,18-29,Other,1000,yes
control,pid_1743,Male,30-44,White / Caucasian,1000,yes
control,pid_1745,Female,60+,White / Caucasian,1000,no
control,pid_1748,Female,45-59,Other,1000,no
control,pid_1751,Female,45-59,White / Caucasian,1000,yes
control,pid_1754,Female,60+,White / Caucasian,1000,no
control,pid_1757,Female,60+,White / Caucasian,1000,yes
control,pid_1759,Male,30-44,Latino / Hispanic,1000,no
control,pid_1760,Male,45-59,Black / African-American,1000,no
control,pid_1763,Female,45-59,Latino / Hispanic,1000,yes
control,pid_1766,Male,45-59,White / Caucasian,1000,no
control,pid_1772,Female,60+,Asian / Asian-American,1000,yes
